LocationType,Location_Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,X,Y
Parks,Lacy Street Neighborhood Park,,,,Ave 26,,,,,,Lacy,St,,"Los Angeles, CA 90031
(34.0821, -118.22)",CA,90031,http://www.laparks.org/dos/parks/facility/lacyStNeighborHoPk.htm,(323) 225-3329,1,34.082073,-118.220347
Parks,Hollenbeck Park,415,,S,Saint Louis,St,,,,,,,,"Los Angeles, CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/facility/hollenbeckPk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Outdoor Fitness Equipment,Dorothy J. and Benjamin B. Smith Park,7020,,,Franklin,Ave,,,,,,,,"Los Angeles, CA 90028
(34.104, -118.343)",CA,90028,http://www.laparks.org/dos/parks/facility/smithDBPk.htm,(213) 847-3599,13,34.10399621,-118.3428203
Recreation Centers,Bradley-Milken Youth And Family Center,1773,,E,Century,Blvd,,,,,,,,"Los Angeles, CA 90002
(33.9458, -118.241)",CA,90002,http://www.laparks.org/dos/reccenter/facility/bradleyMilken.htm,(213) 473-3607,15,33.945785,-118.24107
Golf Courses,Armand Hammer / Holmby Pitch and Putt Golf Course,601,,,Club View,Dr,,,,,,,,"Los Angeles, CA 90024
(34.0729, -118.429)",CA,90024,http://www.golf.lacity.org/cdp_holmby.htm,(310) 276-1604,5,34.07294331,-118.4293956
Dog Parks,Silver Lake Dog Park,1850,,W,Silver Lake,Dr,,,,,,,,"Los Angeles, CA 90026
(34.0922, -118.265)",CA,90026,http://www.laparks.org/dos/parks/facility/dogparks/silverLakeDogPk.htm,(323) 644-3946,13,34.092198,-118.264594
Gardens,Rose Hill Park Community Garden,3606,,N,Boundary,Ave,,,,,,,,"Los Angeles, CA 90032
(34.091, -118.193)",CA,90032,,(323) 225-0450,14,34.090977,-118.193047
Public Computer Centers,Van Ness Recreation Center - Public Computer Center,5720,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/btop/lynda.htm,(323) 290-3130,8,33.99082417,-118.319119
Parks,49th Street Pocket Park,670,,E,49th,St,,,,,,,,"Los Angeles, CA 90011
(33.9983, -118.264)",CA,90011,,(310) 548-7675,9,33.998337,-118.26351
Swimming Pools - Summer,Miguel Contreras Learning Center Pool,322,,S,Lucas,Ave,,,,,,,,"Los Angeles, CA 90017
(34.058, -118.262)",CA,90017,,(310) 548-7675,1,34.057959,-118.261637
Recreation Centers,Evergreen Youth Center,211,,S,Evergreen,Ave,,,,,,,,"Los Angeles, CA 90033
(34.0388, -118.204)",CA,90033,http://www.laparks.org/dos/reccenter/facility/evergreenRC.htm,(323) 263-2816,14,34.038819,-118.204026
Parks,Lincoln Heights Park,2303,,,Workman,St,,,,,,,,"Los Angeles, CA 90031
(34.0722, -118.215)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnHeightsRC.htm,(323) 225-2838,1,34.072219,-118.214628
Tennis Courts,Cheviot Hills Tennis Courts,2551,,,Motor,Ave,,,,,,,,"Los Angeles, CA 90064
(34.0445, -118.406)",CA,90064,http://www.laparks.org/dos/sports/tennis/facility/cheviotHillsTC.htm,(310) 836-8879,5,34.044504,-118.406333
Recreation Centers,Mount Carmel Recreation Center,830,,W,70th,St,,,,,,,,"Los Angeles, CA 90044
(33.976, -118.288)",CA,90044,http://www.laparks.org/dos/reccenter/facility/mountCarmelRC.htm,(323) 789-2756,8,33.975985,-118.287763
Parks,Rockwood Community Park,1571,,W,Rockwood,St,,,,,,,,"Los Angeles, CA 90026
(34.0642, -118.262)",CA,90026,,(310) 548-7675,13,34.0642,-118.262115
Universally Accessible Playgrounds,Wilshire Crest Elementary School Universal Access Playground,5241,,W,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90036
(34.058, -118.344)",CA,90036,http://www.laparks.org/dos/playground/facility/wilshireUAPk.htm,(213) 485-5572,4,34.057987,-118.343595
Outdoor Fitness Equipment,Toberman Recreation Center,1725,,,Toberman,St,,,,,,,,"Los Angeles, CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Recreation Centers,Saint Andrews Recreation Center,8701,,,Saint Andrews,Pl,,,,,,,,"Los Angeles, CA 90047
(33.9588, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/StAndrewsRC.htm,(213) 485-1751,8,33.95882144,-118.3112791
Outdoor Fitness Equipment,El Sereno Arroyo Playground,5520,,,Concord,Ave,,,,,,,,"Los Angeles, CA 90032
(34.0798, -118.162)",CA,90032,,(323) 223-2764,14,34.07980496,-118.1618492
Skate Parks,William Nickerson Gardens Skate Park,11251,,,Compton,Ave,,,,,,,,"Los Angeles, CA 90059
(33.9322, -118.247)",CA,90059,http://www.laparks.org/dos/parks/skateparks/nickersonSkatePk.htm,(323) 566-1416,15,33.932182,-118.246727
Parks,Jordan Downs Park,9900,,,Grape,St,,,,,,,,"Los Angeles, CA 90002
(33.9461, -118.237)",CA,90002,http://www.laparks.org/dos/reccenter/facility/jordanDownsRC.htm,(213) 485-1835,15,33.94612146,-118.2365773
Parks,Elysian Park - Chavez Ravine Arboretum,,,,Elysian Park,Dr,,,,,Chavez Ravine,Rd,,"Los Angeles, CA 90012
(34.085, -118.246)",CA,90012,http://www.laparks.org/dos/horticulture/chavez.htm,(213) 485-5054,13,34.085043,-118.245717
Parks,Runyon Canyon Park,2000,,N,Fuller,Ave,,,,,,,,"Los Angeles, CA 90046
(34.1053, -118.349)",CA,90046,http://www.laparks.org/dos/parks/facility/runyoncanyonpk.htm,(323) 666-5046,4,34.10530646,-118.3488732
Outdoor Fitness Equipment,97th Street Pocket Park,554,,W,97th,St,,,,,,,,"Los Angeles, CA 90010
(33.948, -118.285)",CA,90010,,(310) 548-7675,8,33.948036,-118.2847
Swimming Pools - Summer,South Park Pool,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/dos/aquatic/facility/southParkPool.htm,(323) 846-5366,9,33.997435,-118.267884
Parks,Mar Vista Park,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles, CA 90066
(34.0179, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.01785493,-118.4294632
Recreation Centers,Bellevue Recreation Center,826,,,Lucille,Ave,,,,,,,,"Los Angeles, CA 90026
(34.084, -118.283)",CA,90026,http://www.laparks.org/dos/reccenter/facility/bellevueRC.htm,(323) 664-2468,13,34.084023,-118.282906
Recreation Centers,Lincoln Heights Recreation Center,2303,,,Workman,St,,,,,,,,"Los Angeles, CA 90031
(34.0722, -118.215)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnHeightsRC.htm,(323) 225-2838,1,34.072219,-118.214628
Parks,Gladys Jean Wesson Park,2508,,S,West,Blvd,,,,,,,,"Los Angeles, CA 90016
(34.0338, -118.34)",CA,90016,,,10,34.033847,-118.340309
Recreation Centers,Westchester Recreation Center,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles, CA 90045
(33.9596, -118.414)",CA,90045,http://www.laparks.org/dos/reccenter/facility/westchesterRC.htm,(310) 670-7473,11,33.95956137,-118.4138213
Outdoor Fitness Equipment,Fred Roberts Recreation Center,4700,,S,Honduras,St,,,,,,,,"Los Angeles, CA 90011
(34.0009, -118.244)",CA,90011,http://www.laparks.org/dos/reccenter/facility/fredRobertsRC.htm,(323) 234-8650,9,34.000886,-118.24401
Parks,Glen Alla Park,4601,,,Alla,Rd,,,,,,,,"Los Angeles, CA 90292
(33.9844, -118.431)",CA,90292,http://www.laparks.org/dos/parks/facility/glenAllaPk.htm,(310) 396-1615,11,33.984438,-118.431009
Parks,Boyle Heights Sports Center Park,933,,S,Mott,St,,,,,,,,"Los Angeles, CA 90023
(34.0324, -118.214)",CA,90023,http://www.laparks.org/dos/reccenter/facility/boyleHeightsSC.htm,(323) 264-5136,14,34.03237744,-118.213784
Parks,Rio De Los Angeles State Park,1900,,N,San Fernando,Rd,,,,,,,,"Los Angeles, CA 90065
(34.1011, -118.237)",CA,90065,http://www.laparks.org/dos/reccenter/facility/riodeLosAngeles.htm,(323) 276-3015,1,34.101135,-118.236579
Tennis Courts,Eagle Rock Tennis Courts,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles, CA 90041
(34.1428, -118.186)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142774,-118.186455
Universally Accessible Playgrounds,Griffith Park - Shane's Inspiration Park,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1351, -118.285)",CA,90027,http://www.laparks.org/dos/playground/facility/griffithUAPk.htm,(323) 913-4688,4,34.135083,-118.284647
Museums,Griffith Park - Ferndell Nature Museum / Gardens,5375,,,Red Oak,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1127, -118.307)",CA,90027,http://www.laparks.org/dos/parks/griffithpk/ferndell.htm,(323) 666-5046,4,34.112664,-118.307353
Senior Centers,Lincoln Park Senior Citizen Center,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0661, -118.199)",CA,90031,http://www.laparks.org/dos/senior/facility/lincolnParkSCC.htm,(213) 847-1726,1,34.0661,-118.199196
Recreation Centers,State Street Recreation Center,716,,N,State,St,,,,,,,,"Los Angeles, CA 90033
(34.0531, -118.213)",CA,90033,http://www.laparks.org/dos/reccenter/facility/stateStreetRC.htm,(213) 847-2790,14,34.053064,-118.212879
Parks,Barnsdall Park,4800,,,Hollywood,Blvd,,,,,,,,"Los Angeles, CA 90027
(34.1015, -118.294)",CA,90027,http://www.laparks.org/dos/reccenter/facility/barnsdallArtPkRC.htm,(323) 644-6275,13,34.10151763,-118.29443
Universally Accessible Playgrounds,Westside Neighborhood Park,3085,,,Clyde,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0291, -118.37)",CA,90016,http://www.laparks.org/dos/parks/facility/westsideNeighborhoodPk.htm,(323) 292-6622,10,34.029093,-118.36998
Tennis Courts,El Sereno Tennis Courts,4721,,,Klamath,St,,,,,,,,"Los Angeles, CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/reccenter/facility/elserenoRC.htm,(323) 225-3517,14,34.075723,-118.181788
Public Computer Centers,EXPO Center / Ahmanson Senior Citizen Center - Public Computer Center,3990,,,Bill Robertson,Ln,,,,,,,,"Los Angeles, CA 90037
(34.0116, -118.29)",CA,90037,http://www.laparks.org/btop/lynda.htm,(213) 763-0118,9,34.011553,-118.289849
Parks,Griffith Park Bond Area,,,,Los Feliz,Blvd,,,,,,,,"Los Angeles, CA 90027
(34.1225, -118.27)",CA,90027,http://www.laparks.org/dos/parks/facility/bondAreaGP.htm,(323) 664-6611,4,34.122473,-118.269555
Parks,El Sereno North Park,4410,,,Garden Homes,Ave,,,,,,,,"Los Angeles, CA 90032
(34.0972, -118.168)",CA,90032,http://www.laparks.org/dos/parks/facility/elSerenoNorthPk.htm,(323) 225-3517,14,34.097182,-118.16843
Recreation Centers,Echo Park Youth Center,515,,,Laveta,Ter,,,,,,,,"Los Angeles, CA 90026
(34.0683, -118.259)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 240-3006,1,34.068302,-118.258827
Recreation Centers,Glassell Park Youth Center,2727,,,Crestmore,Pl,,,,,,,,"Los Angeles, CA 90065
(34.1148, -118.234)",CA,90065,http://www.laparks.org/dos/reccenter/facility/glassellParkRC.htm,(323) 341-5681,1,34.11484802,-118.233719
Recreation Centers,Jim Gilliam Child Care Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0123, -118.353)",CA,90008,http://www.laparks.org/dos/childcare/facility/jimGilliamCC.htm,(323) 291-5929,10,34.01227,-118.352773
Parks,West Adams Heights Park,1903,,,Cordova,St,,,,,,,,"Los Angeles, CA 90007
(34.0388, -118.3)",CA,90007,,,10,34.03883,-118.300475
Parks,Griffith Park - Ferraro Fields,5101,,N,Zoo,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1546, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/griffithPk_Ffields.htm,(213) 485-7611,4,34.154599,-118.28301
Senior Centers,Watts Senior Citizen Center,1657,,E,Century,Blvd,,,,,,,,"Los Angeles, CA 90002
(33.9463, -118.244)",CA,90002,http://www.laparks.org/dos/senior/facility/wattsSCC.htm,(323) 564-9440,15,33.94634,-118.24394
Parks,Mascot Park,,,,Mascot,St,,,,,Pickford,St,,"Los Angeles, CA 90019
(34.041, -118.342)",CA,90019,http://www.laparks.org/dos/parks/facility/mascotPk.htm,(310) 548-7675,10,34.041023,-118.341882
Senior Centers,Westchester Senior Citizen Center,8740,,,Lincoln,Blvd,,,,,,,,"Los Angeles, CA 90045
(33.9587, -118.417)",CA,90045,http://www.laparks.org/dos/senior/facility/westchesterSCC.htm,(310) 649-3317,11,33.958727,-118.41738
Golf Courses,Golf Reservations--All Courses,3900,,W,Chevy Chase,Dr,,,,,,,,"Los Angeles, CA 90039
(34.1333, -118.273)",CA,90039,http://www.laparks.org/golf/reservations.htm,(818) 291-9980,13,34.13325553,-118.2728568
Senior Centers,Griffith Park Adult Community Center,3203,,,Riverside,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1142, -118.269)",CA,90027,http://www.laparks.org/dos/senior/facility/griffithParkAdultCC.htm,(323) 644-5579,4,34.114167,-118.26892
Senior Centers,Boyle Heights Senior Citizen Center,2839,,E,3rd,St,,,,,,,,"Los Angeles, CA 90033
(34.039, -118.205)",CA,90033,http://www.laparks.org/dos/senior/facility/boyleHeightsSCC.htm,(323) 264-5757,14,34.038982,-118.205488
Tennis Courts,Elysian Park Tennis Courts,929,,,Academy,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0797, -118.236)",CA,90012,,(213) 485-5054,13,34.079661,-118.236145
Tennis Courts,Jim Gilliam Tennis Courts,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0143, -118.355)",CA,90008,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,(323) 291-5928,10,34.014327,-118.355029
Parks,Wilton Place Park,1015,,S,Wilton,Pl,,,,,,,,"Los Angeles, CA 90019
(34.0524, -118.315)",CA,90019,,(213) 485-5572,10,34.052376,-118.314667
Recreation Centers,LACES (Los Angeles Center for Enriched Studies),5931,,W,18th,St,,,,,,,,"Los Angeles, CA 90035
(34.0436, -118.371)",CA,90035,http://www.laparks.org/dos/reccenter/facility/laces.htm,(323) 933-8343,10,34.04361628,-118.3714542
Parks,Central Avenue Pocket Park,,,,Central,Ave,,,,,42nd,Ave,,"Los Angeles, CA 90011
(34.0068, -118.256)",CA,90011,http://www.laparks.org/dos/parks/facility/centralAvePk.htm,(323) 233-4772,9,34.006792,-118.256194
Public Computer Centers,South Seas House - Public Computer Center,2301,,W,24th,St,,,,,Arlington,Ave,,"Los Angeles, CA 90018
(34.035, -118.318)",CA,90018,http://www.laparks.org/btop/lynda.htm,(323) 373-9483,10,34.03499817,-118.3179553
Public Computer Centers,Echo Park Youth Center - Public Computer Center,515,,,Laveta,Ter,,,,,,,,"Los Angeles, CA 90026
(34.0683, -118.259)",CA,90026,http://www.laparks.org/btop/lynda.htm,(213) 240-3006,1,34.068302,-118.258827
Parks,Griffith Park - Bird Sanctuary,2900,,,Vermont Canyon,Rd,,,,,,,,"Los Angeles, CA 90027
(34.1238, -118.297)",CA,90027,http://www.laparks.org/dos/parks/facility/birdSanctuaryGP.htm,(323) 666-5046,4,34.123792,-118.297042
Universally Accessible Playgrounds,Pan Pacific Park - Renee's Place,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles, CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/playground/facility/panPacificUAPPk.htm,(323) 939-8874,4,34.07487935,-118.3549473
Public Computer Centers,Pan Pacific Senior Activity Center - Public Computer Center,141,,S,Gardner,St,,,,,,,,"Los Angeles, CA 90036
(34.0723, -118.354)",CA,90036,http://www.laparks.org/btop/lynda.htm,(323) 935-5705,4,34.072251,-118.353683
Swimming Pools - Summer,Pan Pacific Park Pool,141,,S,Gardner,St,,,,,,,,"Los Angeles, CA 90036
(34.072, -118.353)",CA,90036,http://www.laparks.org/dos/aquatic/facility/panPacificPool.htm,(323) 957-4524,4,34.072028,-118.353361
Recreation Centers,Robertson Recreation Center,1641,,,Preuss,Rd,,,,,,,,"Los Angeles, CA 90035
(34.0493, -118.385)",CA,90035,http://www.laparks.org/dos/reccenter/facility/robertsonRC.htm,(310) 278-5383,5,34.0492868,-118.3847196
Parks,State Street Park,716,,N,State,St,,,,,,,,"Los Angeles, CA 90033
(34.053, -118.213)",CA,90033,http://www.laparks.org/dos/reccenter/facility/stateStreetRC.htm,(213) 847-2790,14,34.05296422,-118.2132892
Museums,Griffith Observatory,2800,,E,Observatory,Rd,,,,,,,,"Los Angeles, CA 90027
(34.1184, -118.3)",CA,90027,http://griffithobservatory.org/,(213) 473-0800,4,34.118429,-118.300374
Tennis Courts,Hermon / Arroyo Seco Tennis Courts,5566,,,Via Marisol,,,,,,,,,"Los Angeles, CA 90042
(34.1044, -118.187)",CA,90042,http://www.laparks.org/dos/parks/facility/arroyoSPk.htm,(213) 485-5054,14,34.104402,-118.187327
Parks,Elysian Park - Buena Vista Meadow Picnic Area,,,,Meadow,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0764, -118.228)",CA,90012,http://www.laparks.org/dos/parks/facility/buenaVistaElysianPk.htm,(213) 485-5054,13,34.076408,-118.227999
Parks,Hermon / Arroyo Seco Park,5566,,,Via Marisol,,,,,,,,,"Los Angeles, CA 90042
(34.1044, -118.187)",CA,90042,http://www.laparks.org/dos/parks/facility/arroyoSPk.htm,(213) 485-5054,14,34.104402,-118.187327
Parks,Alvarado Terrace Park,,,,Malvern,Ave,,,,,Alvarado,Ter,,"Los Angeles, CA 90006
(34.045, -118.281)",CA,90006,http://www.laparks.org/dos/parks/facility/alvaradoTerrPk.htm,(213) 847-0641,1,34.04498,-118.28112
Public Computer Centers,MacArthur Park Community Center - Public Computer Center,2230,,W,6th,St,,,,,,,,"Los Angeles, CA 90057
(34.0602, -118.277)",CA,90057,http://www.laparks.org/btop/lynda.htm,(213) 368-0520,1,34.060233,-118.277016
Recreation Centers,MacArthur Park Community Center,2230,,W,6th,St,,,,,,,,"Los Angeles, CA 90057
(34.0602, -118.277)",CA,90057,http://www.laparks.org/dos/reccenter/facility/macarthurParkRC.htm,(213) 368-0520,1,34.060233,-118.277016
Senior Centers,Pan Pacific Senior Activity Center,141,,S,Gardner,St,,,,,,,,"Los Angeles, CA 90036
(34.0723, -118.354)",CA,90036,http://www.laparks.org/dos/senior/facility/panPacificSAC.htm,(323) 935-5705,4,34.072251,-118.353683
Parks,61st Street Pocket Park,139,,E,61,St,,,,,,,,"Los Angeles, CA 90003
(33.9845, -118.272)",CA,90003,,(310) 548-7675,9,33.984504,-118.272468
Outdoor Fitness Equipment,El Sereno North Park,4410,,,Garden Homes,Ave,,,,,,,,"Los Angeles, CA 90032
(34.0972, -118.168)",CA,90032,http://www.laparks.org/dos/parks/facility/elSerenoNorthPk.htm,(323) 225-3517,14,34.097182,-118.16843
Recreation Centers,Robertson Youth Center,1641,,,Preuss,Rd,,,,,,,,"Los Angeles, CA 90035
(34.0495, -118.385)",CA,90035,http://www.laparks.org/dos/reccenter/facility/robertsonRC.htm,(310) 278-5383,5,34.049457,-118.384807
Parks,Rosewood Gardens,7811,,W,Rosewood,Ave,,,,,,,,"Los Angeles, CA 90036
(34.0804, -118.361)",CA,90036,,(310) 548-7675,5,34.080368,-118.361288
Recreation Centers,Pan Pacific Park Recreation Complex,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles, CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/reccenter/facility/panPacificRC.htm,(323) 939-8874,4,34.07487935,-118.3549473
Outdoor Fitness Equipment,Benny H. Potter West Adams Avenues Memorial Park,2413,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90018
(34.035, -118.319)",CA,90018,http://www.laparks.org/dos/parks/facility/bennyHPotterPk.htm,(323) 373-9483,10,34.035039,-118.318677
Recreation Centers,Downey Youth Center,219,,S,Ave 18,,,,,,,,,"Los Angeles, CA 90031
(34.0709, -118.222)",CA,90031,http://www.laparks.org/dos/reccenter/facility/downeyRC.htm,(323) 227-7752,1,34.070938,-118.222326
Tennis Courts,Echo Park Tennis Courts,1632,,,Bellevue,Ave,,,,,,,,"Los Angeles, CA 90026
(34.0686, -118.261)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 250-3578,13,34.068609,-118.260597
Tennis Courts,South Park Tennis Courts,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/parks/facility/southPk.htm,(213) 847-6746,9,33.99664406,-118.268573
Swimming Pools - Year Round,Echo Park Indoor Pool,1419,,,Colton,St,,,,,,,,"Los Angeles, CA 90026
(34.0641, -118.259)",CA,90026,http://www.laparks.org/dos/aquatic/facility/echoParkPool.htm,(213) 481-2640,1,34.064109,-118.259046
Recreation Centers,Van Ness Recreation Center,5720,,,2nd,Ave,,,,,,,,"Los Angeles, CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.com/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Universally Accessible Playgrounds,Sycamore Grove Park,4702,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90042
(34.1019, -118.203)",CA,90042,http://www.laparks.org/dos/parks/facility/sycamorePk.htm,(323) 255-0370,1,34.1019,-118.202996
Outdoor Fitness Equipment,Julian C. Dixon Ave. Park / 48th Street Park,4800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90037
(33.9994, -118.287)",CA,90037,http://www.laparks.org/dos/parks/facility/48thStreetPk.htm,(323) 233-4772,9,33.99941769,-118.2869822
Parks,Griffith Park - Cedar Grove,,,,Vista del Valle,,,,,,,,,"Los Angeles, CA 90027
(34.1201, -118.282)",CA,90027,http://www.laparks.org/dos/parks/facility/cedarGrovePk.htm,(323) 666-5046,4,34.120101,-118.282408
Tennis Courts,Glen Alla Park Tennis Courts,4601,,,Alla,Rd,,,,,,,,"Los Angeles, CA 90292
(33.9834, -118.432)",CA,90292,http://www.laparks.org/dos/parks/facility/glenAllaPk.htm,(310) 396-1615,11,33.983388,-118.431679
Outdoor Fitness Equipment,Mar Vista Park,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles, CA 90066
(34.0179, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.01785493,-118.4294632
Skate Parks,Rancho Cienega Skate Park,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0217, -118.352)",CA,90016,http://www.laparks.org/dos/parks/skateparks/ranchoSkatePk.htm,(323) 290-2663,10,34.02167021,-118.351823
Gardens,Exposition Park Rose Garden,701,,,State,Dr,,,,,,,,"Los Angeles, CA 90037
(34.0177, -118.286)",CA,90037,http://www.laparks.org/exporosegarden/rosegarden.htm,(213) 763-5397,9,34.017727,-118.286074
Senior Centers,Glassell Park Senior Citizen Center,3750,,N,Verdugo,Rd,,,,,,,,"Los Angeles, CA 90063
(34.1177, -118.233)",CA,90063,http://www.laparks.org/dos/senior/facility/glassellSCC.htm,(323) 550-8809,1,34.117669,-118.232573
Parks,Silver Lake Park,1850,,W,Silver Lake,Dr,,,,,,,,"Los Angeles, CA 90026
(34.0928, -118.267)",CA,90026,http://www.laparks.org/dos/reccenter/facility/silverLakeRC.htm,(323) 644-3946,13,34.092833,-118.266803
Parks,Martin Luther King Junior Park,3916,,S,Western,Ave,,,,,,,,"Los Angeles, CA 90062
(34.0139, -118.309)",CA,90062,http://www.laparks.org/dos/reccenter/facility/martinLKTRC.htm,(213) 847-0878,8,34.01394464,-118.3087893
Recreation Centers,Lafayette Community Center,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles, CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.06211618,-118.282875
Public Computer Centers,Seoul International Recreation Center - Public Computer Center,3250,,,San Marino,St,,,,,,,,"Los Angeles, CA 90006
(34.0544, -118.302)",CA,90006,http://www.laparks.org/btop/lynda.htm,(213) 383-7549,10,34.05435479,-118.3016258
Outdoor Fitness Equipment,Shatto Park,3191,,W,4th,St,,,,,,,,"Los Angeles, CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Parks,Rose Hill Park,3606,,N,Boundary,Ave,,,,,,,,"Los Angeles, CA 90032
(34.091, -118.193)",CA,90032,http://www.laparks.org/dos/parks/facility/roseHillPk.htm,(323) 225-0450,14,34.091016,-118.192926
Recreation Centers,South Los Angeles Sports Activity Center,7020,,S,Figueroa,St,,,,,,,,"Los Angeles, CA 90003
(33.9761, -118.282)",CA,90003,,(323) 758-8716,8,33.976134,-118.282328
Public Computer Centers,Jim Gilliam Recreation Center - Public Computer Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0123, -118.353)",CA,90008,http://www.laparks.org/btop/lynda.htm,(323) 291-5928,10,34.01227,-118.352773
Recreation Centers,Barnsdall Art Center,4800,,,Hollywood,Blvd,,,,,,,,"Los Angeles, CA 90027
(34.1015, -118.294)",CA,90027,http://www.laparks.org/dos/reccenter/facility/barnsdallArtPkRC.htm,(323) 660-4254,13,34.10151763,-118.29443
Recreation Centers,Algin Sutton Youth Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 565-2541,8,33.957778,-118.285546
Swimming Pools - Summer,Westchester Pool,9100,,,Lincoln,Blvd,,,,,,,,"Los Angeles, CA 90045
(33.9574, -118.417)",CA,90045,http://www.laparks.org/dos/aquatic/facility/westchesterPool.htm,(310) 641-8734,11,33.95735123,-118.4166771
Recreation Centers,Martin Luther King Jr. Recreation Center,3916,,S,Western,Ave,,,,,,,,"Los Angeles, CA 90062
(34.0139, -118.309)",CA,90062,http://www.laparks.org/dos/reccenter/facility/martinLKTRC.htm,(213) 847-0878,8,34.01394464,-118.3087893
Dog Parks,Barrington Dog Park,333,,S,Barrington,Ave,,,,,,,,"Los Angeles, CA 90049
(34.0625, -118.468)",CA,90049,http://www.laparks.org/dos/parks/facility/dogparks/barringtonDogPk.htm,(310) 476-4866,11,34.062494,-118.467569
Public Computer Centers,Pecan Recreation Center - Public Computer Center,127,,S,Pecan,St,,,,,,,,"Los Angeles, CA 90033
(34.0465, -118.222)",CA,90033,http://www.laparks.org/btop/lynda.htm,(323) 262-2736,14,34.04652101,-118.2220261
Swimming Pools - Year Round,Venice High School Pool,2490,,,Walgrove,Ave,,,,,,,,"Los Angeles, CA 90066
(33.995, -118.445)",CA,90066,http://www.laparks.org/dos/aquatic/facility/venicePool.htm,(310) 575-8260,11,33.99504487,-118.4445569
Hiking Trails,Elysian Park,929,,,Academy,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0794, -118.236)",CA,90012,http://www.laparks.org/dos/parks/facility/elysianPk.htm,(213) 485-5054,13,34.079411,-118.235668
